flag_country,year,quarter,month,area,species,fishing_activity_category_national,fishing_activity_category_eu_l6,harbour,official_landings_weight,official_landings_value
ITA,2020,4,12,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,89707.57,543281.75
ITA,2020,4,12,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,10,60.6
ITA,2020,4,10,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,10,64
ITA,2020,3,8,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,80,391.2
ITA,2020,2,6,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,14,88.06
ITA,2020,2,5,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,45,280.8
ITA,2020,2,4,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,50,309.5
ITA,2020,1,3,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,25,154.75
ITA,2020,1,2,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,51,327.93
ITA,2020,1,1,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,47,305.97
ITA,2020,4,12,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,4579.61,28137.97
ITA,2020,4,11,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,3239.39,18681.86
ITA,2020,4,10,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,2405.6,14360.32
ITA,2020,3,9,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,1611,8905.36
ITA,2020,3,8,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,8248.1,36491.98
ITA,2020,3,7,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,11087.85,59337.3
ITA,2020,2,6,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,8894.15,46112.74
ITA,2020,2,5,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,1560,8180.38
ITA,2020,2,4,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,983,5178.77
ITA,2020,1,3,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,1806,9151.32
ITA,2020,1,2,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,5188,26640.99
ITA,2020,1,1,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,6130,30137.16
ITA,2020,4,12,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,2125,12897.12
ITA,2020,4,11,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,571.5,3424.06
ITA,2020,4,10,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,799.5,4774.4
ITA,2020,3,9,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,643.44,3839.82
ITA,2020,3,8,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,3074.68,13540.25
ITA,2020,3,7,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,3102.09,16001.68
ITA,2020,2,6,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,116.3,623.64
ITA,2020,2,5,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,36,224.64
ITA,2020,2,4,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,126.58,615.85
ITA,2020,1,3,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,145,735.44
ITA,2020,1,2,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,325.42,1633.84
ITA,2020,1,1,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,484,2287.83
ITA,2020,4,11,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,98306.28,577346.91
ITA,2020,4,10,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,99670.15,597649.27
ITA,2020,3,9,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,61717.35,346516.78
ITA,2020,3,8,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,23484.85,94728.12
ITA,2020,3,7,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,73503.78,379017.92
ITA,2020,2,6,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,111410.87,579209.18
ITA,2020,2,5,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,94631.6,502652.4
ITA,2020,2,4,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,79893.38,412145.02
ITA,2020,1,3,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,65479.32,340418.83
ITA,2020,1,2,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,83080.05,432186.9
ITA,2020,1,1,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,138284.95,698719.88
ITA,2020,4,12,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,11880,74278.26
ITA,2020,4,11,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,18530.4,115559.77
ITA,2020,4,10,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,17618.4,116931.83
ITA,2020,3,9,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,15750.2,97923.2
ITA,2020,3,8,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,20879.4,145848.32
ITA,2020,3,7,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,30446.5,207031.92
ITA,2020,2,6,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,39770.75,260839.82
ITA,2020,2,5,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,26743.51,180334.4
ITA,2020,2,4,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,31323.95,194661.08
ITA,2020,1,3,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,14948,100374.12
ITA,2020,1,2,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,15943.3,110220.06
ITA,2020,1,1,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,20997.7,144683.07
ITA,2020,4,11,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,361,2194.88
ITA,2020,4,10,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,109,624.57
ITA,2020,3,9,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,713,3365.36
ITA,2020,3,8,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,34,174.76
ITA,2020,2,6,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,37,268.25
ITA,2020,2,5,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,37,271.21
ITA,2020,2,4,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,56,280
ITA,2020,1,3,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,9,46.62
ITA,2020,1,2,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,19,93.29
ITA,2020,3,8,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,124,775
ITA,2020,3,7,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,333,2138.85
ITA,2020,2,6,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,327,2351.13
ITA,2020,2,4,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,20,111
ITA,2020,1,3,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,5,26.5
ITA,2020,1,2,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,36,187.42
ITA,2020,1,1,GSA18,HKE,NK,SV_DEF_0_0_0,NK,30,157.5
ITA,2019,3,8,GSA18,HKE,NK,MISC,NK,105,1108.28
ITA,2019,2,5,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,50.32,555.19
ITA,2019,2,4,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,25.16,285.33
ITA,2019,1,3,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,17.46,180.41
ITA,2019,4,12,GSA18,HKE,NK,PTM_SPF_>=20_0_0,NK,75.43,350.07
ITA,2019,4,12,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,8507.22,40707.82
ITA,2019,4,11,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,3642.11,16746.78
ITA,2019,4,10,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,4932.85,22174.05
ITA,2019,3,9,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,3922.96,20002.21
ITA,2019,3,8,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,12302.04,54540.9
ITA,2019,3,7,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,14528.19,77706.42
ITA,2019,2,6,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,19506.24,101349.49
ITA,2019,2,5,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,7024.37,34928.28
ITA,2019,2,4,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,3953.77,21088.45
ITA,2019,1,3,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,45254.23,229942.24
ITA,2019,1,2,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,27910.46,143992.69
ITA,2019,1,1,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,32878,144915.66
ITA,2019,4,12,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,602.98,2664.03
ITA,2019,4,11,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,324.82,1374.68
ITA,2019,4,10,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,209.25,977.3
ITA,2019,3,9,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,1152.19,5957.83
ITA,2019,3,8,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,1066.25,5079.57
ITA,2019,3,7,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,1783.31,9641.15
ITA,2019,2,6,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,656.38,3689.88
ITA,2019,2,5,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,628.12,2990.48
ITA,2019,2,4,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,2527.2,13498.79
ITA,2019,1,3,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,43428.75,221222.54
ITA,2019,1,2,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,896.65,4252.16
ITA,2019,1,1,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,29910.4,132172.6
ITA,2019,4,12,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,72296.1,333489.99
ITA,2019,4,11,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,106150.03,460185.35
ITA,2019,4,10,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,74748.27,336657.97
ITA,2019,3,9,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,48059.64,246962.78
ITA,2019,3,8,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,15921.7,70614.76
ITA,2019,3,7,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,69174.58,356335.87
ITA,2019,2,6,GSA18,HKE,NK,FPO_DEF_0_0_0,NK,31.44,336.45
ITA,2019,2,6,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,134861.43,704090.41
ITA,2019,2,5,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,146044.03,737036.2
ITA,2019,2,4,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,151706.62,812878.8
ITA,2019,1,3,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,167351.78,833959.82
ITA,2019,1,2,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,91594.34,457278.48
ITA,2019,1,1,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,136042.25,621770.23
ITA,2019,4,12,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,8183.79,52216.98
ITA,2019,4,11,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,25719.95,161635.86
ITA,2019,4,10,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,15257.4,94214.64
ITA,2019,3,9,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,11109.42,79487.38
ITA,2019,3,8,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,12935.18,86137.84
ITA,2019,3,7,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,21824.29,132351.07
ITA,2019,2,6,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,34118.25,237378.47
ITA,2019,2,5,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,31343.8,218215.74
ITA,2019,2,4,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,28281.25,198495.08
ITA,2019,1,3,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,19084.28,133336.44
ITA,2019,1,2,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,14905.12,111806.93
ITA,2019,1,1,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,11911.15,95596.04
ITA,2019,4,12,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,8,60.8
ITA,2019,4,11,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,46.33,359.16
ITA,2019,3,9,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,75,683.01
ITA,2019,3,8,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,159.29,1645.05
ITA,2019,3,7,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,78.4,744.64
ITA,2019,2,6,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,26.68,285.55
ITA,2019,2,5,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,51.07,478.38
ITA,2019,2,4,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,54.29,598.05
ITA,2019,1,3,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,38.89,402.48
ITA,2019,1,2,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,47.04,482.93
ITA,2019,4,12,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,507.82,4109.44
ITA,2019,4,11,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,515.11,4164.98
ITA,2019,4,10,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,863.06,7117.29
ITA,2019,3,9,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1144.22,10728.46
ITA,2019,3,8,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1337.97,13547.06
ITA,2019,3,7,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,704.98,7889.24
ITA,2019,2,6,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,177.13,1895.53
ITA,2018,2,4,GSA18,HKE,NK,GNS_SLP_>=16_0_0,NK,47.67,257.42
ITA,2018,4,12,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,10759.67,52639.94
ITA,2018,4,11,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,6139.17,27686.55
ITA,2018,4,10,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,4554.68,20369.35
ITA,2018,3,9,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,3423.4,16746.99
ITA,2018,3,8,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,11123.92,66575.93
ITA,2018,3,7,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,14025.11,65160.27
ITA,2018,2,6,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,18385.75,96140.2
ITA,2018,2,5,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,11691.52,59331.02
ITA,2018,2,4,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,7001.97,39471.5
ITA,2018,1,3,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,5390.19,35825.33
ITA,2018,1,2,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,3213.42,20456.21
ITA,2018,1,1,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,1693.92,11446.67
ITA,2018,4,12,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,2241.49,11120.9
ITA,2018,4,11,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,725.6,3203.8
ITA,2018,4,10,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,439.99,2269.86
ITA,2018,3,9,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,218.89,1033.25
ITA,2018,3,8,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,1363.9,8435.88
ITA,2018,3,7,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,3016.22,14326.9
ITA,2018,2,6,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,905.9,4790.39
ITA,2018,2,5,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,553.48,2959.37
ITA,2018,2,4,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,489.32,2861.62
ITA,2018,1,3,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,688.51,4071.09
ITA,2018,1,2,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,629.58,3960.37
ITA,2018,1,1,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,1237.07,8548.39
ITA,2018,4,12,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,139252.74,705134.04
ITA,2018,4,11,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,195999.24,898908.79
ITA,2018,4,10,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,175317.17,776492.17
ITA,2018,3,9,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,36798.19,177433.43
ITA,2018,3,8,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,63791.35,401706.66
ITA,2018,3,7,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,106417.04,498930.15
ITA,2018,2,6,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,125721.67,659208.14
ITA,2018,2,5,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,152098.45,752891.56
ITA,2018,2,4,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,145573.26,807720.32
ITA,2018,1,3,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,149488.69,992497.94
ITA,2018,1,2,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,106254.97,696570.14
ITA,2018,1,1,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,143251.66,982876.02
ITA,2018,4,12,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,48556.6,234173.63
ITA,2018,4,11,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,27914.06,121370.72
ITA,2018,4,10,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,22796.96,114270.43
ITA,2018,3,9,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,36058.57,182456.36
ITA,2018,3,8,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,25122.07,115549.76
ITA,2018,3,7,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,42842.1,209494.66
ITA,2018,2,6,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,34916.12,181961.01
ITA,2018,2,5,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,31413.12,211985.95
ITA,2018,2,4,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,33864.93,195224.08
ITA,2018,1,3,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,14222.88,79860.75
ITA,2018,1,2,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,12238.69,80574.51
ITA,2018,1,1,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,4794.37,31720.97
ITA,2018,4,10,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,36.75,402.05
ITA,2018,3,9,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,6,29.58
ITA,2018,3,8,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,24,121.44
ITA,2018,2,6,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,60.5,453.75
ITA,2018,2,5,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,19.24,166.81
ITA,2018,2,4,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,30.19,362.58
ITA,2018,1,3,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,19.25,192.5
ITA,2018,1,2,GSA18,HKE,NK,GTR_DEF_>=16_0_0,NK,37.5,185.25
ITA,2018,4,12,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,525.6,5681.74
ITA,2018,4,11,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,681.06,7743.65
ITA,2018,4,10,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1154.84,12518.47
ITA,2018,3,9,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1539.59,13577.89
ITA,2018,3,8,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1575.86,16377.95
ITA,2018,3,7,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1084.54,12294.3
ITA,2018,2,6,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1199.99,13062.75
ITA,2018,2,5,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1175.57,13554.81
ITA,2018,2,4,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,917.95,10501.35
ITA,2018,1,3,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,2209.07,27441.4
ITA,2018,1,2,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1585.41,19967.37
ITA,2018,1,1,GSA18,HKE,NK,GNS_DEF_>=16_0_0,NK,1705.11,18756.21
ITA,2017,1,1,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,129338.97,664128.12
ITA,2017,4,12,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,25670.99,128160.13
ITA,2017,4,11,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,13693.97,83934.73
ITA,2017,4,10,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,15202.71,69114.95
ITA,2017,3,9,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,13205.85,59262.45
ITA,2017,3,8,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,22895.1,153515.14
ITA,2017,3,7,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,25531.18,137793.67
ITA,2017,2,6,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,17551.3,99591.2
ITA,2017,2,5,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,9215.59,44205.8
ITA,2017,2,4,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,750.79,5349.8
ITA,2017,1,3,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,5049.84,23319.71
ITA,2017,1,2,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,6574.43,28136.59
ITA,2017,1,1,GSA18,HKE,NK,OTB_MDD_>=40_0_0,NK,15565.3,108062.61
ITA,2017,4,12,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,470.2,1868.49
ITA,2017,1,2,GSA18,HKE,NK,OTB_DWS_>=40_0_0,NK,111.9,726.23
ITA,2017,4,12,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,139832.84,818712.04
ITA,2017,4,11,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,159742.29,782716.79
ITA,2017,4,10,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,146209.76,792985.35
ITA,2017,3,9,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,65533.14,365901.98
ITA,2017,3,8,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,31861.08,194252.24
ITA,2017,3,7,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,107287.15,576966.09
ITA,2017,2,6,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,138579.65,736419.43
ITA,2017,2,5,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,151678.4,815619.96
ITA,2017,2,4,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,118141.19,650622.4
ITA,2017,1,3,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,148195.76,804112.99
ITA,2017,1,2,GSA18,HKE,NK,OTB_DEF_>=40_0_0,NK,173865.54,958536.65
ITA,2017,4,12,GSA18,HKE,NK,LLS_DEF_0_0_0,NK,25542.79,178288.67
